Protocol,Port,Packets,Bytes
OtherIP,0,36432933,1516549972
TCP,59335,1292984,95680796
TCP,20080,792685,45318902
TCP,11100,396991,22110022
TCP,37019,256927,22095014
TCP,36759,199614,17165976
TCP,33513,192989,16596910
TCP,36431,180026,15482048
TCP,46801,167900,14435724
TCP,57914,211460,11418924
UDP,36920,183453,11374086
TCP,37923,166613,10998202
TCP,8545,172461,9337950
TCP,33977,119918,7921420
Unknown,0,102601,7656774
UDP,6881,102254,5628688
TCP,33565,100091,5405066
TCP,81,92123,5109478
TCP,44397,79967,4318430
TCP,39595,61739,4074230
TCP,39013,75429,4073582
TCP,44465,47332,4069492
TCP,17121,65553,3539914
TCP,45321,62521,3376402
TCP,39031,48145,3182230
TCP,44089,56083,3028606
TCP,40467,34280,2947372
TCP,39865,43087,2855790
TCP,13518,38039,2523554
TCP,5038,45708,2486436
TCP,34109,37440,2480004
TCP,50002,38084,2171052
UDP,40035,50053,2102226
TCP,58316,37675,2035166
TCP,52869,37378,2026236
TCP,26604,30284,2013500
TCP,44303,22330,1920120
TCP,36029,28892,1909332
TCP,26537,28437,1876634
TCP,46255,21588,1855812
TCP,39819,32344,1747232
TCP,45543,31049,1685562
TCP,42143,29884,1624836
UDP,40033,37372,1569644
TCP,7033,23268,1537588
TCP,7490,22886,1510932
TCP,43669,21983,1450826
TCP,39281,20633,1361726
TCP,45712,25062,1353440
TCP,40180,23784,1285072
TCP,39699,19113,1263374
TCP,49495,22390,1242972
TCP,7145,18180,1200356
TCP,46229,18023,1188674
UDP,51413,27796,1185704
TCP,57879,21762,1177792
TCP,13885,17732,1170268
TCP,38611,17637,1164942
TCP,40913,17629,1164870
TCP,43705,16895,1118062
TCP,43039,16743,1109538
TCP,32766,20504,1107236
TCP,45489,12452,1070260
UDP,6882,18347,1041870
TCP,50356,15730,992144
TCP,7585,14143,951306
TCP,46805,14342,948532
TCP,45205,14151,948334
TCP,7593,13998,942000
TCP,42695,16498,893656
TCP,38511,12761,842974
TCP,41119,11067,818858
TCP,50348,11833,802442
TCP,37339,12147,798446
TCP,33791,11813,779958
TCP,35515,11498,767012
TCP,38841,13501,742070
TCP,8010,13260,724092
TCP,37025,10794,713968
TCP,34475,12672,704040
TCP,26544,10223,695530
TCP,54756,10157,693990
TCP,43635,9658,645792
TCP,45935,11323,634154
TCP,6904,11161,602798
TCP,41825,9067,600682
TCP,41860,10601,573322
TCP,54748,8377,572266
TCP,44337,10543,570730
TCP,22445,8627,568046
TCP,54139,10481,566198
TCP,9771,10273,554946
TCP,46605,9799,531542
TCP,23390,9792,528788
TCP,10801,9648,521184
TCP,26632,7540,515928
TCP,5938,8719,512230
TCP,37215,8869,505758
TCP,17325,9013,499958
UDP,7351,11652,491288
TCP,20555,8759,484894
TCP,6380,6529,475014
TCP,34849,7112,469176
TCP,46803,8574,463744
TCP,7444,6959,462258
TCP,8085,7193,458474
TCP,9770,8367,451954
TCP,17821,8042,446108
TCP,14187,8218,445060
TCP,45700,6535,427034
UDP,55314,10117,424914
TCP,14198,7857,424658
UDP,60217,9871,416766
TCP,45654,7697,415938
TCP,44623,7158,407460
TCP,9772,7356,397604
TCP,14189,7261,395270
TCP,36860,5243,394158
TCP,11953,7067,392166
TCP,14194,7149,386102
TCP,8089,7023,383990
TCP,32889,6971,377314
TCP,14980,6729,373362
TCP,20553,6699,367414
TCP,38466,5523,364398
TCP,14196,6673,360530
TCP,14186,6623,357862
TCP,6540,6622,357860
UDP,45673,8449,354858
TCP,7938,5366,354540
TCP,14192,6513,352654
TCP,14197,6360,343588
TCP,33900,6288,339804
TCP,39121,5085,338074
TCP,9774,6252,337944
TCP,14195,6244,337396
TCP,44539,6234,337096
TCP,14193,6206,335360
TCP,8203,6203,335190
TCP,13080,6075,328262
TCP,5208,5982,323192
TCP,14191,5940,321048
TCP,9773,5933,320654
TCP,14188,5859,316742
UDP,34965,7540,316680
TCP,5263,5682,307384
TCP,46804,5679,306822
TCP,10099,5500,303324
TCP,11907,4584,302608
TCP,19468,5376,298352
TCP,46205,5302,289876
TCP,10082,5217,289478
TCP,9768,5238,283432
TCP,10213,5091,282374
TCP,5878,5070,281444
TCP,17857,5049,280114
TCP,13193,5038,279452
TCP,14190,5083,274598
TCP,10089,5067,273734
TCP,18477,4853,269378
TCP,33555,4976,268756
TCP,5207,4967,268378
TCP,14200,4943,267182
TCP,6762,4779,265058
TCP,54969,4884,264680
TCP,10041,4886,264112
TCP,13854,4720,261880
TCP,11666,4693,260366
TCP,18082,4800,259468
TCP,15835,4678,259424
TCP,10034,4782,258480
TCP,20582,4010,257856
TCP,13629,4743,256278
TCP,8839,4738,256268
TCP,24683,4609,254454
TCP,33389,4703,254106
TCP,6542,4692,253592
TCP,43974,4670,252288
TCP,13879,4542,252164
TCP,9769,4659,251814
TCP,14199,4615,249214
TCP,35618,4606,248724
TCP,6911,4601,248638
TCP,21663,4375,242814
TCP,17868,4366,242044
TCP,29350,4338,240892
TCP,45215,3449,238050
TCP,10035,4355,235278
TCP,17253,4201,233254
TCP,17598,4132,229212
TCP,11215,4107,227942
UDP,40049,5382,226044
TCP,22390,4057,225134
TCP,7601,3385,224718
TCP,18337,4056,224652
TCP,41200,4133,223282
TCP,6537,4126,223244
TCP,30030,4126,222936
TCP,33912,4104,222472
TCP,29842,3995,221066
TCP,6541,4085,220738
TCP,48551,4046,218608
TCP,24684,3940,218460
TCP,19646,3923,217694
TCP,18174,3894,216124
TCP,24116,3885,215630
UDP,40031,5104,214368
TCP,10047,3931,212734
TCP,21560,3809,211338
TCP,27867,3808,211208
TCP,19754,3809,211194
TCP,19481,3800,210888
TCP,20344,3800,210688
TCP,6910,3890,210140
TCP,10038,3806,207204
UDP,36860,3347,207098
TCP,24227,3718,206564
TCP,6915,3794,205008
TCP,17334,3685,204386
TCP,10049,3772,203844
TCP,30023,3768,203480
TCP,9779,3731,201642
TCP,5206,3730,201508
TCP,42201,3531,200478
TCP,20698,3596,199612
TCP,33965,3684,199004
TCP,14435,3552,197188
TCP,39711,3570,196704
TCP,24125,3519,195302
TCP,33915,3609,195210
TCP,30026,3609,195010
TCP,24508,3506,194424
UDP,50321,4596,194236
TCP,21068,3493,193966
TCP,5379,3585,193846
TCP,6530,3576,193568
TCP,10037,3577,193310
TCP,30022,3578,193232
TCP,6584,3571,193030
TCP,26055,3454,191700
TCP,10581,3519,190274
TCP,42299,3426,190176
TCP,20858,3498,189120
TCP,9760,3497,188994
TCP,4758,3467,188602
TCP,33911,3479,188154
TCP,25237,3386,188060
TCP,5210,3463,187254
TCP,33974,3441,186546
TCP,6918,3437,185802
TCP,40079,3316,184528
TCP,8603,3390,183152
TCP,25239,3292,182668
TCP,32353,3280,181872
TCP,24169,3277,181850
TCP,25766,3224,179020
TCP,24168,3216,178436
TCP,5214,3273,176830
TCP,24022,3185,176394
TCP,25783,3162,175340
TCP,33897,3144,173344
TCP,30036,3192,172484
TCP,44431,2605,171930
TCP,33889,3140,171412
TCP,14202,3172,171388
UDP,6889,4001,171170
TCP,33899,3092,168912
TCP,6902,3113,168358
TCP,27156,3028,167868
TCP,5213,3099,167630
TCP,6545,3101,167566
TCP,10040,3098,167464
TCP,6308,2447,167338
TCP,40822,3088,166808
TCP,40602,3088,166796
TCP,6917,3067,166022
TCP,48346,3058,165608
TCP,29312,2973,164874
TCP,30049,3036,164036
TCP,29486,2925,162286
TCP,27951,2902,161300
TCP,32001,2906,161200
TCP,33961,2908,160404
TCP,33923,2920,159536
TCP,25496,2865,159058
TCP,45594,2922,158092
TCP,33924,2906,157320
TCP,30027,2902,156904
TCP,10032,2897,156762
TCP,39502,2814,155556
TCP,33399,2869,154978
TCP,6539,2820,152416
TCP,9778,2815,152242
TCP,30040,2810,151764
TCP,43389,2808,151708
TCP,13752,2785,150666
TCP,37420,2679,148506
TCP,33957,2722,147144
TCP,12389,2713,146722
TCP,33695,2079,146262
TCP,10030,2702,146160
TCP,10039,2701,146054
TCP,35567,2615,145010
TCP,33901,2663,143862
TCP,46677,2162,143848
TCP,6919,2640,142804
TCP,33975,2572,142264
UDP,33970,2293,142086
TCP,6912,2626,142068
TCP,808,2608,141556
UDP,50356,2741,141162
TCP,33960,2606,141120
TCP,10042,2600,140556
TCP,11359,2023,140090
TCP,33936,2587,139950
TCP,40887,2495,138774
TCP,33970,2565,138762
TCP,9763,2568,138756
TCP,44555,2563,138486
TCP,34433,2557,138090
TCP,6908,2543,137494
TCP,6914,2543,137430
TCP,29978,2462,136680
TCP,13802,2517,136234
TCP,33916,2490,136224
TCP,10036,2513,135998
TCP,10031,2510,135800
TCP,37077,1826,135260
TCP,33932,2500,135176
TCP,4906,2501,135146
TCP,9775,2487,134382
TCP,40302,2484,134276
TCP,13502,2482,134080
TCP,33958,2460,133832
TCP,33894,2472,133752
TCP,5589,2466,133412
TCP,44238,2450,132380
TCP,6913,2433,131738
TCP,37255,2356,130728
TCP,21900,2351,130538
TCP,33962,2379,130306
TCP,10044,2407,130142
TCP,30031,2400,129644
TCP,33971,2368,129572
TCP,20554,2393,129470
TCP,49399,2391,129182
TCP,46863,2383,128714
TCP,37295,2315,128466
TCP,40402,2378,128432
TCP,45502,2360,127580
TCP,33419,2077,126554
TCP,41379,2330,125956
TCP,26002,1893,124986
TCP,54710,2308,124908
TCP,46702,2309,124734
TCP,33927,2299,124390
TCP,53773,2276,123508
TCP,10043,2287,123502
TCP,5204,2283,123446
TCP,33917,2277,123270
TCP,37383,2217,122922
TCP,46002,2265,122386
TCP,30988,2261,122302
TCP,33926,2254,121772
TCP,6198,2248,121468
TCP,11302,2236,121164
TCP,33969,2238,121032
UDP,37810,2793,120918
TCP,18090,2235,120718
TCP,14011,2172,120572
TCP,30021,2232,120548
TCP,24643,2221,120050
UDP,22223,1942,119468
TCP,33966,2189,118602
TCP,34607,2191,118386
TCP,33937,2184,118076
TCP,33922,2184,117972
TCP,33920,2180,117808
TCP,33910,2175,117634
TCP,33907,2156,116756
TCP,13702,2156,116548
TCP,27516,2142,115932
TCP,6538,2143,115878
TCP,39263,2142,115764
TCP,10048,2129,115278
TCP,38069,2068,114788
TCP,13602,2120,114724
TCP,6916,2123,114654
TCP,33999,2110,114020
TCP,33973,2107,113818
TCP,19382,2100,113432
TCP,30301,1555,113022
TCP,41002,2053,110962
TCP,11358,1501,110626
TCP,33929,2046,110516
TCP,11502,2035,110126
TCP,33939,2015,109446
TCP,6909,2011,109026
TCP,33968,2013,108822
TCP,23707,2009,108666
TCP,6546,2012,108652
UDP,30303,2510,108136
TCP,46202,1992,107688
TCP,8834,1770,107560
TCP,6802,1985,107306
TCP,41366,1931,107090
TCP,33891,1978,106908
TCP,40788,1920,106480
TCP,10776,1966,106468
TCP,30202,1967,106378
TCP,10046,1965,106194
TCP,9922,1963,106166
TCP,789,1681,105530
TCP,33978,1947,105402
TCP,25386,1946,105284
TCP,10045,1943,105146
TCP,37401,1885,104706
TCP,6906,1923,104002
TCP,29011,1789,103878
TCP,14602,1917,103802
TCP,26513,1922,103788
TCP,8099,1663,103522
TCP,33956,1903,103350
TCP,33895,1897,103046
TCP,33925,1898,102732
TCP,33918,1892,102188
TCP,33959,1887,102182
TCP,33921,1891,102114
TCP,33892,1889,102026
TCP,33390,1875,101430
TCP,22211,1865,101158
TCP,9765,1836,101136
TCP,33982,1869,101014
TCP,33928,1863,100818
TCP,30047,1866,100772
TCP,9767,1853,100410
TCP,45408,1856,100244
TCP,47041,1816,100148
TCP,7703,1836,99288
TCP,33914,1825,98710
TCP,33967,1821,98518
TCP,22226,1821,98478
TCP,29649,1770,98472
TCP,25250,1821,98458
TCP,33205,1819,98454
TCP,33964,1809,98194
TCP,33953,1794,98172
TCP,40502,1817,98142
TCP,46302,1802,97384
TCP,9777,1794,97004
TCP,30039,1789,96638
TCP,33919,1785,96470
TCP,33941,1778,96128
TCP,33898,1777,96110
UDP,30302,2280,96096
TCP,33903,1772,95688
TCP,4489,1761,95602
TCP,25702,1763,95314
TCP,33998,1756,95096
TCP,43902,1756,94944
TCP,32379,1731,93522
TCP,27299,1731,93494
TCP,40802,1718,92912
TCP,33893,1716,92728
TCP,33972,1709,92554
TCP,44102,1713,92522
TCP,6700,1705,92366
TCP,23389,1705,92130
TCP,7302,1687,91238
TCP,46102,1686,91064
TCP,42802,1682,90972
TCP,20551,1670,90772
TCP,34656,1677,90686
TCP,33905,1666,90612
TCP,32626,1675,90454
TCP,24260,1666,90064
TCP,33909,1665,90042
TCP,28671,1661,89826
TCP,11002,1635,89654
TCP,10819,1652,89588
TCP,6532,1654,89492
TCP,54251,1648,89108
TCP,6881,1524,88692
TCP,13302,1637,88574
TCP,6907,1636,88536
TCP,30148,1634,88308
TCP,41615,1339,88294
TCP,24566,1629,88146
UDP,40026,2098,88116
TCP,52901,1626,87888
TCP,41202,1614,87304
TCP,33908,1611,86994
TCP,33896,1609,86946
TCP,8802,1595,86694
TCP,27272,1603,86690
TCP,27265,1600,86568
TCP,5901,1426,86040
TCP,11702,1588,86028
TCP,18694,1590,86008
TCP,57601,1590,85940
TCP,8983,1439,85762
TCP,43202,1586,85696
TCP,39702,1579,85390
TCP,20552,1538,85308
TCP,11102,1573,85246
TCP,34178,1573,85146
TCP,9521,1570,85004
TCP,33934,1571,84854
TCP,22639,1568,84740
TCP,30032,1567,84710
TCP,8598,1557,84290
TCP,25521,1560,84260
TCP,14802,1556,84104
TCP,45659,1552,83928
TCP,3371,1550,83900
TCP,25081,1544,83664
TCP,25173,1546,83584
TCP,33963,1545,83430
TCP,5205,1540,83196
TCP,25021,1529,83042
TCP,13389,1525,82466
TCP,44408,1488,82464
TCP,5267,1518,82372
TCP,11541,1519,82278
TCP,44056,1483,82214
TCP,33979,1519,82134
TCP,27380,1509,81658
TCP,3369,1497,81402
TCP,30043,1506,81384
TCP,9989,1476,81324
TCP,45702,1505,81270
TCP,5800,1390,81204
TCP,25969,1492,80608
TCP,12202,1467,80594
TCP,13611,1093,80330
TCP,6712,1484,80244
TCP,13825,1476,79860
TCP,34500,1465,79730
TCP,33652,1466,79264
TCP,12123,1463,79182
TCP,24957,1455,78842
TCP,27363,1443,78194
TCP,45781,1445,78110
TCP,9761,1442,77956
TCP,33904,1427,77334
TCP,55601,1431,77294
TCP,33879,1430,77240
TCP,13601,1055,77238
TCP,5211,1425,77106
TCP,26799,1413,76458
TCP,5089,1409,76298
TCP,33492,1407,76210
TCP,26616,1411,76194
UDP,50348,1814,76188
TCP,30029,1402,75820
TCP,13233,1392,75400
UDP,27015,1735,75330
TCP,34692,1388,75220
TCP,33990,1378,74820
TCP,34497,1384,74736
TCP,52037,1383,74694
TCP,24467,1381,74594
TCP,12743,1374,74352
TCP,30044,1372,74088
TCP,9696,1342,73716
TCP,6903,1363,73714
TCP,3370,1358,73548
TCP,35778,1344,73256
TCP,33940,1353,73082
TCP,22102,1352,73056
TCP,33913,1345,73010
TCP,26331,1346,72764
TCP,33935,1336,72716
TCP,33855,1342,72648
TCP,40702,1339,72474
TCP,32165,1335,72338
TCP,14402,1339,72326
TCP,55901,1334,72120
TCP,30048,1325,71574
TCP,15102,1323,71558
TCP,24742,1319,71454
TCP,30250,1322,71420
TCP,43402,1320,71348
TCP,37195,1316,71212
TCP,49204,1281,71202
TCP,5801,1063,71154
TCP,33933,1316,71128
TCP,32425,1314,71064
TCP,57701,1311,70982
TCP,9776,1312,70944
TCP,26681,1308,70920
TCP,25950,1310,70872
TCP,22302,1309,70834
TCP,34291,1311,70794
TCP,33829,1306,70588
TCP,13320,1303,70566
TCP,12457,1299,70250
TCP,35622,1298,70212
TCP,12102,1293,69974
TCP,37191,1292,69960
TCP,41311,1259,69902
TCP,33976,1282,69656
TCP,32663,1289,69626
TCP,12092,1284,69508
TCP,33945,1284,69464
TCP,13390,1282,69392
TCP,31736,1282,69388
TCP,35587,1279,69326
TCP,38451,1247,69222
TCP,14902,1274,69124
TCP,45924,1270,68712
TCP,26711,1270,68712
TCP,11602,1271,68694
TCP,33662,1266,68656
TCP,1002,1266,68628
TCP,11805,1038,68600
TCP,28461,1265,68510
TCP,5588,1266,68448
TCP,25578,1266,68444
TCP,5389,1208,68268
TCP,39478,1257,68234
TCP,30389,1262,68232
TCP,30025,1256,67860
TCP,32676,1252,67700
TCP,23515,1249,67670
TCP,5533,1250,67644
TCP,55101,1251,67566
TCP,29951,1250,67504
TCP,12513,1246,67468
TCP,26993,1248,67412
TCP,28505,1244,67300
TCP,27675,1241,67166
TCP,33931,1241,67014
TCP,39654,1240,66980
TCP,6536,1233,66742
TCP,12783,1235,66726
TCP,20502,1234,66708
TCP,32209,1232,66648
TCP,52501,1234,66644
TCP,55501,1226,66504
TCP,13902,1230,66480
TCP,13551,1226,66344
TCP,25405,1226,66316
TCP,52701,1228,66312
TCP,15302,1222,66172
TCP,40001,1198,66076
UDP,40019,1570,65940
TCP,12784,1217,65826
TCP,43302,1193,65790
TCP,6366,1204,65524
TCP,33983,1187,65494
TCP,28368,1210,65360
TCP,32503,1208,65252
TCP,53201,1206,65184
TCP,20197,1202,65064
TCP,12478,1200,65024
TCP,30709,1199,64998
TCP,35692,1202,64908
TCP,33902,1200,64856
TCP,30796,1198,64712
TCP,23897,1196,64684
TCP,13398,1197,64678
TCP,18761,1193,64634
TCP,30668,1195,64562
TCP,6534,1193,64474
TCP,39902,1191,64314
TCP,26668,1188,64312
TCP,25116,1186,64304
TCP,10202,1184,64260
TCP,23530,1186,64224
TCP,13402,1184,64160
TCP,12504,1183,64014
TCP,18022,1183,63962
TCP,33801,1182,63940
TCP,58101,1184,63936
TCP,47854,1182,63852
TCP,28885,1168,63552
UDP,54756,1513,63546
TCP,33952,1169,63462
TCP,35591,1173,63414
TCP,25802,1170,63192
TCP,34370,1168,63152
TCP,13208,1166,63144
TCP,33837,1167,63070
TCP,8302,1161,62894
TCP,10802,1161,62862
TCP,47611,1162,62804
TCP,27857,1161,62794
TCP,43382,1130,62756
TCP,23163,1156,62752
TCP,33942,1156,62752
TCP,33930,1157,62718
TCP,10065,1154,62392
TCP,43502,1148,62352
TCP,17283,1150,62196
TCP,33948,1151,62174
TCP,6800,1146,62088
TCP,23608,1145,61998
TCP,23955,1139,61738
TCP,11802,1136,61688
TCP,12450,1137,61630
TCP,48773,1110,61532
TCP,41102,1137,61446
TCP,43035,851,61394
TCP,30020,1133,61286
TCP,32981,1134,61268
TCP,57401,1132,61128
TCP,45302,1129,61126
TCP,57801,1130,61020
TCP,30035,1128,60960
TCP,12993,1125,60950
TCP,6531,1126,60936
TCP,35715,1123,60782
TCP,55304,1125,60750
TCP,11402,1097,60698
TCP,10980,1119,60654
TCP,32027,1122,60612
TCP,27241,1117,60490
TCP,10389,1113,60422
TCP,25502,1106,60100
TCP,33986,1106,60000
TCP,11486,1107,59994
UDP,20675,1298,59892
TCP,46554,1104,59740
TCP,34502,1105,59690
TCP,35929,1104,59688
TCP,56201,1105,59670
TCP,33954,1103,59670
TCP,30037,1103,59642
TCP,16232,1102,59620
TCP,7188,1095,59386
TCP,33987,1098,59344
TCP,9003,1091,59294
TCP,13391,1094,59204
TCP,46857,1093,59102
TCP,56001,1093,59058
TCP,49518,1062,59044
TCP,39802,1092,59012
TCP,57824,1092,58972
TCP,46402,1087,58774
TCP,3367,1086,58716
TCP,8123,934,58712
TCP,15502,1085,58682
TCP,42702,1083,58662
TCP,34744,1080,58540
TCP,24051,1082,58508
TCP,22068,1079,58450
TCP,6905,1079,58286
TCP,57901,1076,58104
TCP,33805,1069,57862
TCP,33759,1067,57750
TCP,23311,1068,57712
TCP,34825,1067,57698
TCP,22088,1063,57662
TCP,35268,1065,57634
TCP,33568,1065,57626
TCP,28202,1065,57622
TCP,8018,902,57532
TCP,22091,1057,57290
TCP,51646,1031,57182
TCP,33335,1047,57114
TCP,34027,1056,57104
TCP,31376,1056,57100
TCP,21995,1053,56990
TCP,47876,1026,56968
TCP,34575,1053,56934
TCP,33980,1047,56854
TCP,12702,1047,56822
TCP,25461,1049,56810
TCP,28748,1045,56690
TCP,42002,1047,56610
TCP,12306,1044,56596
TCP,11717,1044,56596
TCP,7502,1045,56542
TCP,33566,1041,56514
TCP,52101,1046,56484
TCP,28754,1043,56378
TCP,20547,962,56296
TCP,47697,1039,56130
TCP,21119,1037,56130
TCP,33001,852,56120
TCP,24166,1035,56102
TCP,5380,1033,56062
TCP,28867,1033,55950
TCP,8098,886,55940
TCP,50809,1006,55896
TCP,1020,1031,55738
TCP,36202,1031,55714
TCP,29395,1028,55624
TCP,33938,1023,55590
TCP,10022,920,55568
TCP,20773,1024,55556
TCP,35943,1024,55548
TCP,9527,1014,55528
TCP,47389,1000,55508
TCP,6535,1024,55428
TCP,10390,1023,55418
TCP,45902,1024,55384
TCP,25727,1024,55360
TCP,36229,1018,54972
TCP,13430,1015,54910
TCP,32129,1011,54874
TCP,36666,1014,54840
TCP,53301,1015,54810
TCP,60001,977,54718
TCP,28844,968,54464
TCP,37248,1004,54388
TCP,57001,1007,54378
TCP,57089,1007,54378
TCP,33949,1004,54296
TCP,6610,1001,54290
TCP,44602,1004,54216
TCP,46234,1001,54174
TCP,56301,1002,54128
TCP,30083,999,53966
TCP,34613,994,53880
TCP,6402,995,53870
TCP,34145,995,53790
TCP,46004,996,53784
TCP,15956,993,53742
TCP,31111,993,53722
TCP,43802,994,53676
TCP,30042,994,53676
TCP,31085,993,53638
TCP,50466,966,53572
TCP,10019,985,53494
TCP,32894,988,53452
TCP,30378,989,53406
TCP,52000,964,53388
TCP,32541,987,53334
TCP,39240,978,53236
TCP,46407,985,53214
TCP,33011,982,53200
TCP,39131,981,53174
TCP,33906,983,53122
TCP,26573,980,53056
TCP,30041,982,53048
TCP,37705,982,53040
TCP,25631,978,52956
TCP,52201,980,52920
TCP,20365,800,52912
TCP,26614,973,52806
TCP,5902,942,52772
TCP,33985,974,52740
TCP,52402,976,52704
TCP,27851,973,52670
TCP,40902,975,52650
TCP,31339,968,52376
TCP,46453,965,52250
TCP,29241,965,52230
TCP,33373,963,52114
TCP,11930,961,52066
TCP,29145,963,52058
TCP,7102,955,52010
TCP,28294,958,51976
TCP,22430,954,51916
TCP,43251,956,51828
TCP,5212,957,51806
TCP,10602,951,51774
TCP,8069,821,51762
TCP,32347,957,51758
TCP,34716,947,51750
TCP,18828,957,51722
UDP,40048,1230,51660
TCP,9840,952,51624
TCP,23639,953,51614
TCP,28965,954,51596
TCP,23964,953,51582
TCP,31044,952,51528
TCP,30102,950,51500
TCP,14302,951,51482
TCP,33035,947,51366
TCP,12290,950,51352
TCP,8702,946,51308
TCP,29142,948,51272
TCP,30017,941,51246
TCP,29197,948,51216
TCP,57201,948,51192
TCP,50454,922,51128
TCP,29272,946,51124
TCP,30303,772,51076
TCP,27660,945,51074
TCP,23672,944,51016
TCP,33955,944,51000
TCP,54801,942,50968
TCP,39755,939,50766
TCP,35827,939,50766
TCP,33943,936,50756
TCP,31924,936,50748
TCP,25909,938,50740
TCP,38145,936,50728
TCP,7324,936,50716
TCP,11825,937,50714
TCP,9806,933,50706
TCP,26766,937,50690
TCP,18481,936,50680
TCP,20022,931,50454
TCP,6822,932,50452
TCP,22502,932,50376
TCP,26551,927,50330
TCP,45852,928,50324
TCP,31546,930,50308
TCP,10186,927,50302
TCP,29392,929,50286
TCP,7066,921,50086
TCP,33875,924,50080
TCP,20063,926,50060
TCP,38179,927,50058
TCP,10636,922,50028
TCP,57627,926,50004
TCP,33997,924,49996
TCP,37013,924,49928
TCP,34783,921,49926
TCP,30495,920,49916
TCP,9872,920,49888
TCP,48302,923,49866
TCP,23094,921,49862
UDP,58331,1185,49770
TCP,36371,919,49754
TCP,24600,920,49724
TCP,33325,892,49716
TCP,26950,915,49666
TCP,8333,863,49618
TCP,22401,911,49606
TCP,18601,918,49596
TCP,35378,916,49536
TCP,56331,914,49356
TCP,22223,909,49302
TCP,34265,911,49294
TCP,55201,912,49248
TCP,24828,911,49218
TCP,32996,910,49196
TCP,49118,886,49164
TCP,25366,904,49084
TCP,12364,902,49056
TCP,24926,908,49032
TCP,10486,904,49012
TCP,13589,904,48980
TCP,6898,903,48950
TCP,33136,899,48882
TCP,46463,904,48840
TCP,24697,904,48828
TCP,10381,901,48790
TCP,33086,899,48730
TCP,10243,784,48684
TCP,37375,897,48638
TCP,40202,900,48632
TCP,16412,900,48620
TCP,58301,898,48492
TCP,36779,892,48364
TCP,9833,887,48318
TCP,13838,894,48308
TCP,27021,882,48276
TCP,24197,888,48260
TCP,27137,888,48204
TCP,29236,890,48204
TCP,13579,864,48172
TCP,56326,891,48114
TCP,5393,887,48106
TCP,53001,890,48080
TCP,26854,886,48064
TCP,11010,882,48060
TCP,28972,889,48018
TCP,7342,887,47998
TCP,43102,887,47958
TCP,28537,883,47842
TCP,27921,884,47840
TCP,39813,885,47822
TCP,36437,884,47756
TCP,26198,879,47750
TCP,21677,879,47742
TCP,22777,882,47728
TCP,1491,880,47728
TCP,45679,883,47722
TCP,41602,883,47706
TCP,27587,879,47642
TCP,57834,882,47628
UDP,26085,1132,47628
TCP,24305,877,47606
TCP,19702,880,47600
TCP,26100,879,47590
UDP,18533,1133,47586
TCP,27665,880,47532
TCP,13522,880,47532
TCP,25928,877,47382
TCP,53389,874,47364
TCP,13480,870,47336
UDP,40012,1127,47334
TCP,27973,870,47112
TCP,12502,867,47090
TCP,53801,869,46998
TCP,23187,869,46946
TCP,42359,868,46932
TCP,53802,868,46912
TCP,43378,868,46904
TCP,44787,868,46896
TCP,23473,867,46826
TCP,33991,864,46808
TCP,44405,866,46784
TCP,25402,861,46706
TCP,36385,864,46688
TCP,39428,858,46672
TCP,31980,863,46602
TCP,28986,860,46512
TCP,8602,854,46484
TCP,35977,858,46480
TCP,52064,838,46448
TCP,34183,857,46434
TCP,33950,858,46352
TCP,32568,856,46324
TCP,27915,848,46284
TCP,30561,856,46260
TCP,30009,854,46140
TCP,34229,850,46080
TCP,5669,848,46052
TCP,13367,847,45918
TCP,39356,842,45916
TCP,7820,825,45886
TCP,18438,806,45808
TCP,12385,843,45794
TCP,23602,843,45710
TCP,38305,846,45704
TCP,51676,843,45658
TCP,6533,843,45626
TCP,40128,843,45582
TCP,31843,840,45580
TCP,8886,836,45460
UDP,40047,1082,45444
TCP,889,840,45440
TCP,20944,840,45380
TCP,11814,836,45372
TCP,27142,838,45356
TCP,39504,833,45302
TCP,28667,835,45250
TCP,17852,824,45244
TCP,30993,833,45118
TCP,26266,830,44924
TCP,8369,820,44772
TCP,12856,824,44768
TCP,51027,808,44760
TCP,46502,828,44760
TCP,32699,825,44750
UDP,16728,1048,44744
TCP,7205,826,44740
TCP,45193,827,44734
TCP,12056,821,44682
TCP,47902,823,44630
UDP,40040,1062,44604
TCP,27131,824,44556
TCP,26689,820,44552
TCP,42324,819,44446
TCP,3404,812,44432
TCP,18369,822,44432
TCP,26866,818,44312
TCP,28434,819,44294
TCP,52702,812,44272
TCP,26533,815,44122
TCP,47202,815,44098
TCP,37349,808,44072
TCP,40061,814,44000
TCP,25619,813,43922
TCP,21127,808,43916
TCP,35633,812,43908
TCP,18339,810,43872
TCP,26403,809,43838
TCP,1028,798,43796
TCP,26370,806,43796
TCP,57082,811,43794
TCP,43163,808,43784
TCP,42007,810,43772
TCP,10554,757,43674
TCP,19802,807,43610
TCP,51401,805,43490
TCP,14056,801,43486
TCP,53582,805,43470
TCP,26396,801,43430
TCP,29511,803,43422
TCP,53501,802,43408
TCP,36681,802,43404
TCP,33989,801,43398
TCP,56445,781,43310
TCP,31165,793,43310
TCP,33262,801,43294
TCP,35115,799,43218
TCP,37351,798,43216
TCP,28037,798,43124
TCP,5764,790,43100
TCP,3403,795,43066
TCP,25387,794,43012
TCP,25213,791,42958
TCP,21591,794,42936
TCP,32322,790,42924
