Protocol,Port,Packets,Bytes
UDP,4501,58113752,2910343414
UDP,8801,44934188,1261590226
UDP,19305,54720304,1090345975
ICMP,0,16856812,728585480
UDP,7351,1938068,308613563
ESP,0,21491225,271124596
UDP,7978,2912256,92747677
UDP,9350,2079684,38294859
GRE,0,642368,24456114
TCP,54443,50776,15236709
TCP,6810,45876,14963754
UDP,34424,108840,13645372
TCP,8531,1302632,13264744
TCP,19305,1645800,12957503
TCP,9530,287828,11678160
TCP,4287,904120,9942358
UDP,10400,225280,9408555
TCP,50050,589824,9372237
TCP,37215,209796,8457776
UDP,50004,133572,8195611
TCP,38880,182680,8145744
TCP,5621,25484,7857146
UDP,5588,161044,7760594
TCP,5938,121312,7732652
TCP,81,208204,7725968
TCP,20017,300212,7346100
TCP,4502,459452,6684821
TCP,8447,23688,6152205
TCP,8545,147660,5922784
TCP,14022,135168,5824532
TCP,23222,143360,5734400
TCP,36515,139264,5668864
UDP,9456,130888,5644141
UDP,10600,610304,5636400
TCP,8094,140284,5611360
TCP,8530,804780,5421910
TCP,50145,133972,5358880
UDP,48281,124888,5351108
TCP,34694,278528,5325060
TCP,33002,282624,5325031
UDP,54407,46072,5280981
UDP,17210,26084,5216800
UDP,18770,67348,5195535
UDP,19636,40876,5143322
TCP,59000,125732,5029280
UDP,6638,66052,4978947
UDP,22240,31484,4891321
TCP,50059,121984,4879360
UDP,17073,154576,4795325
TCP,30026,279428,4740825
UDP,16398,22192,4660320
UDP,5534,35780,4639121
UDP,10076,12596,4606836
UDP,37548,14392,4514077
UDP,4697,146396,4488452
UDP,7419,72144,4466236
UDP,6724,106496,4415527
UDP,16393,657692,4363809
TCP,17644,1024000,4277578
ICMP6,0,43888,4255074
UDP,9186,77640,4232833
UDP,20074,28672,4177921
UDP,50794,13096,4097606
UDP,15440,40960,4096003
TCP,47074,282624,4047120
TCP,39050,258048,4047114
UDP,40338,12596,4039624
UDP,15031,102216,4002171
TCP,50002,82620,3829088
UDP,6646,60448,3826745
UDP,17338,18988,3797600
UDP,13270,84632,3793578
UDP,50006,65536,3788817
UDP,8179,105312,3774461
UDP,26518,48488,3709308
TCP,4202,11992,3709281
UDP,50100,3600,3679200
UDP,7390,24576,3678208
UDP,55015,10296,3556804
UDP,4437,18788,3478014
UDP,50016,24576,3452929
UDP,5876,18896,3441260
UDP,49160,61440,3424263
TCP,50040,258048,3408109
TCP,35382,176128,3408005
UDP,27040,16196,3383401
UDP,9247,92144,3319967
UDP,15388,24576,3276801
UDP,15404,24576,3276801
UDP,20894,16384,3276800
UDP,15412,16384,3276800
UDP,15420,16384,3276800
UDP,24292,56376,3213432
TCP,37766,241664,3195112
UDP,10700,155648,3178582
TCP,65035,61952,3172750
TCP,8305,356352,3146143
UDP,18869,38668,3138011
UDP,55154,6700,3113604
UDP,13282,49152,3108868
UDP,7540,73240,3044330
UDP,61520,16984,2988472
TCP,41720,479232,2982416
UDP,63485,12800,2923800
UDP,51275,16384,2916352
UDP,60981,10692,2912001
UDP,8525,61440,2883600
UDP,18651,55056,2864710
UDP,17144,14392,2862500
UDP,26524,61440,2850833
TCP,5038,71236,2849440
UDP,16144,139264,2818110
UDP,18991,35376,2815377
TCP,9354,35868,2806847
TCP,6812,12400,2788808
TCP,46512,208896,2769054
UDP,8328,41464,2762727
TCP,42042,17684,2754577
UDP,11347,10796,2740437
UDP,5348,32768,2723842
UDP,10900,65536,2719751
UDP,12141,40968,2716696
UDP,15424,25676,2701709
UDP,14288,98304,2682909
TCP,50044,786432,2655192
TCP,19579,147456,2654323
UDP,7604,50656,2653437
TCP,14430,14388,2587182
UDP,21584,12288,2580480
UDP,37015,67848,2576135
UDP,54908,13196,2574507
UDP,10801,126976,2551866
UDP,13070,53480,2534180
UDP,4495,63484,2530975
UDP,50002,25984,2519189
UDP,17906,98652,2519083
TCP,17472,62148,2509827
UDP,17786,48364,2495117
UDP,47224,36864,2494464
TCP,7939,45056,2490368
UDP,48927,39872,2466752
UDP,15452,20480,2457601
UDP,15428,20480,2457601
UDP,10140,12288,2457600
UDP,37350,12288,2457600
UDP,27856,12288,2457600
UDP,18348,128412,2456764
UDP,10536,32192,2408465
UDP,19267,61440,2404374
TCP,8933,59772,2390880
UDP,53705,8400,2371600
UDP,5826,114688,2359357
TCP,45992,258048,2343228
TCP,38881,28300,2342700
UDP,24778,19188,2311581
UDP,15807,48976,2304864
TCP,5019,48472,2302144
UDP,17154,38572,2292281
TCP,9933,57264,2290560
IPIP,0,36864,2285568
UDP,40001,81920,2261027
UDP,35287,45056,2248716
TCP,10044,2800,2246400
UDP,6274,82336,2241648
UDP,11818,98304,2232358
UDP,14845,90620,2228973
UDP,47425,12288,2220032
UDP,32345,37572,2211958
UDP,16840,61440,2207764
TCP,8877,54876,2195040
UDP,51417,12288,2187264
UDP,18231,6600,2174501
TCP,46179,54048,2161920
UDP,10401,106496,2117672
UDP,5447,59856,2103806
UDP,18414,57252,2083736
UDP,11100,24576,2072576
UDP,18253,85160,2064868
UDP,40372,2400,2037700
UDP,50092,12288,2031616
TCP,5774,42160,2030464
TCP,9151,50552,2022080
UDP,22456,120308,2016828
UDP,37098,10792,2000928
UDP,10641,86016,1998877
UDP,51210,16384,1990658
TCP,17240,9392,1988016
UDP,10726,17392,1981096
UDP,7312,43668,1965589
UDP,5972,24576,1961985
UDP,16584,45064,1956304
UDP,13521,36864,1949698
UDP,12028,34372,1943846
UDP,9717,52056,1940346
UDP,4957,35972,1938170
TCP,19960,10492,1921228
UDP,26108,22488,1919711
UDP,35359,24784,1919693
UDP,42036,14992,1916512
TCP,6881,47656,1913040
UDP,4339,81920,1908770
TCP,44968,9392,1906416
TCP,32851,675840,1901258
UDP,6934,68044,1898739
UDP,13585,24576,1892357
UDP,5997,36864,1888260
UDP,11200,81920,1884202
UDP,7499,16384,1867782
TCP,37683,6296,1861752
TCP,33389,45856,1850624
UDP,60810,1500,1847500
UDP,35671,24576,1843207
UDP,12737,65536,1839131
UDP,5336,28672,1814530
UDP,9151,20688,1798021
TCP,39957,5996,1790652
UDP,5175,32768,1789952
TCP,5342,7896,1782064
UDP,50018,12388,1778576
UDP,14187,122880,1773625
TCP,47345,14288,1758353
TCP,39254,6196,1745252
TCP,10745,24992,1742199
UDP,18733,17396,1737868
UDP,13791,22184,1727312
TCP,22053,5796,1720852
TCP,9514,28672,1720320
TCP,18109,6896,1718064
TCP,32634,589824,1704564
UDP,60475,49152,1703944
UDP,34168,16384,1699841
UDP,9451,86716,1688321
UDP,15649,24092,1681409
UDP,19236,20480,1671170
UDP,8414,8192,1671168
TCP,25610,41560,1662400
TCP,9615,98304,1658988
UDP,10440,27784,1651780
UDP,15668,61440,1646617
UDP,13510,20480,1638402
UDP,15432,24576,1638402
UDP,15408,24576,1638402
UDP,13770,16384,1638401
UDP,16352,8192,1638400
UDP,20632,8192,1638400
TCP,45083,40476,1619040
TCP,1007,11292,1616244
UDP,15614,81920,1613846
UDP,6345,45260,1613695
UDP,8887,28672,1601541
UDP,15648,15892,1595908
TCP,4226,29172,1592864
UDP,12290,192512,1564794
TCP,16839,1100,1562000
UDP,17208,7796,1559200
UDP,21996,16384,1556480
UDP,14921,90112,1544241
UDP,51518,20480,1544196
UDP,56715,8192,1540096
UDP,17115,36276,1510258
UDP,19987,30580,1506208
UDP,4944,16384,1499136
TCP,18013,139972,1491101
TCP,15358,37164,1486560
UDP,11498,35872,1462142
UDP,50785,8192,1458176
UDP,40526,14296,1446408
UDP,14287,100112,1441571
UDP,17098,15388,1439201
UDP,35723,30080,1438518
UDP,48831,9700,1437800
UDP,19700,20480,1437697
TCP,38022,7496,1434292
TCP,8833,35476,1419040
UDP,50333,8192,1409024
TCP,30011,8692,1405936
UDP,16916,6996,1399200
UDP,7412,24576,1396737
UDP,7353,8192,1376256
UDP,37982,9600,1375400
TCP,5287,2600,1371200
TCP,7184,7096,1368740
TCP,15359,34068,1362720
UDP,15836,81920,1359922
UDP,4773,69632,1355802
UDP,12756,24576,1355788
UDP,18228,21288,1353303
TCP,9572,409700,1347914
UDP,10336,36592,1347814
UDP,31504,88540,1342613
UDP,38114,8492,1338252
UDP,17320,96088,1331273
UDP,44348,9996,1325032
TCP,53174,32968,1318720
UDP,9270,65636,1317545
TCP,15360,61540,1314763
UDP,3404,27696,1314028
UDP,12730,23084,1311312
TCP,43389,32676,1307040
TCP,32280,5996,1304764
UDP,11907,102400,1302566
UDP,7404,70140,1294631
UDP,8594,225280,1286342
TCP,32904,73828,1282025
TCP,46356,159744,1278153
TCP,52550,900,1278000
TCP,32946,57344,1278000
UDP,54772,41568,1275922
UDP,4242,1600,1273600
UDP,11069,77824,1261605
UDP,4972,37072,1250187
UDP,56423,40960,1245201
TCP,19505,6296,1244664
UDP,49234,5896,1244056
UDP,10164,94208,1237044
UDP,57649,20480,1236999
TCP,5589,30872,1234880
TCP,26194,5796,1230164
TCP,11871,36864,1228822
TCP,53320,30584,1223360
TCP,10031,2800,1214000
UDP,50079,8192,1212416
UDP,8802,16384,1212416
TCP,33758,2700,1209500
UDP,18984,91724,1209031
TCP,43076,5196,1208840
UDP,22341,79552,1206737
UDP,23302,38072,1206322
UDP,12559,167936,1204313
UDP,26608,53760,1196088
UDP,15189,57344,1191965
TCP,10140,90212,1191456
TCP,14296,29772,1190880
TCP,2195,14088,1190338
UDP,4943,10592,1186205
TCP,28707,2700,1184300
UDP,7398,81920,1183777
UDP,36744,20480,1183745
UDP,34394,8192,1183744
UDP,13366,5900,1180000
TCP,32617,57344,1179702
UDP,57771,13892,1176796
TCP,10380,29272,1170880
TCP,16015,50772,1167289
TCP,14298,29172,1166880
TCP,8661,29172,1166880
TCP,45393,28972,1158880
UDP,7364,24576,1150982
TCP,41444,28676,1147040
TCP,16335,28672,1146880
UDP,58115,12288,1142784
TCP,36057,2400,1141100
UDP,57267,6196,1132692
UDP,4719,24576,1130497
UDP,6940,71760,1122344
TCP,55415,92036,1122096
UDP,49682,5296,1117456
UDP,44791,143360,1114284
UDP,18415,25784,1113109
UDP,22466,20480,1110017
TCP,10333,30472,1107657
UDP,36479,45056,1105930
TCP,12108,36864,1105927
UDP,37810,12288,1105920
UDP,12915,9396,1104464
UDP,11700,94208,1089573
UDP,20930,8192,1089536
TCP,9003,12688,1077664
TCP,50124,1114312,1076388
TCP,52386,6196,1068840
TCP,8089,30372,1067430
TCP,8189,3100,1066200
TCP,43800,9392,1065680
TCP,32925,73728,1065039
UDP,50084,65536,1056822
TCP,4782,25576,1055808
UDP,33944,40960,1048592
UDP,8649,20480,1048580
TCP,7301,28672,1044482
TCP,52827,26076,1043040
TCP,7220,10196,1043036
UDP,5732,11292,1042612
UDP,4277,4296,1027528
UDP,5823,163840,1024087
TCP,46641,25576,1023040
TCP,32793,4596,1021296
UDP,17260,5096,1019200
TCP,50679,25476,1019040
TCP,9662,4696,1015840
TCP,47572,25376,1015040
UDP,52794,10192,1014705
UDP,11065,26080,1014070
UDP,7084,8192,1011712
TCP,18637,1300,1011200
TCP,52478,25176,1007040
UDP,8706,20480,1003525
UDP,7357,95108,1001852
TCP,14297,24976,999040
TCP,49966,800,998000
UDP,27836,31684,997117
UDP,51782,12288,995330
UDP,30158,12288,995330
UDP,33447,4096,995328
UDP,50594,4096,995328
UDP,25921,4096,995328
UDP,25708,4096,995328
UDP,50988,4096,995328
TCP,6341,700,994000
TCP,51144,700,994000
UDP,6952,8492,992564
UDP,24673,16384,991236
UDP,17875,16384,991234
TCP,52613,700,991200
TCP,10331,24776,991040
TCP,53175,24776,991040
UDP,18098,40960,987158
TCP,5510,24676,987040
TCP,15838,61440,983095
UDP,5140,4096,983040
UDP,57575,800,976800
UDP,13415,69632,974884
UDP,7580,24576,974851
UDP,15459,80632,974345
UDP,10697,110004,973735
TCP,32983,40960,966692
TCP,32288,36864,966686
TCP,32104,32768,966680
TCP,32099,20480,966662
UDP,10743,102400,962594
TCP,20152,4096,962560
TCP,20838,4096,962560
UDP,16485,17888,962337
UDP,17244,4796,959200
UDP,45557,2600,953900
UDP,8112,900,951300
UDP,5812,86016,950321
UDP,5037,8192,950272
UDP,18486,11996,947552
UDP,54898,49372,946198
TCP,40078,2200,943800
UDP,43461,40392,943045
UDP,5881,106496,942140
UDP,5293,24576,942083
TCP,45057,2100,937700
UDP,12351,7096,930003
UDP,52126,4396,927556
TCP,39334,4596,922992
UDP,39383,4096,921600
UDP,57594,4096,917504
TCP,21088,2100,912100
UDP,9229,43376,909126
TCP,8291,18684,908816
UDP,59988,4096,905216
TCP,19197,45756,904067
TCP,32435,16384,901120
TCP,32836,600,900000
UDP,15767,80532,899926
UDP,6681,102400,897069
UDP,50273,17392,895811
UDP,9930,8492,894256
UDP,13865,102400,892984
UDP,18245,106496,892979
UDP,6519,89852,892976
UDP,34069,9296,889702
UDP,5139,23384,889097
TCP,32517,49152,884785
UDP,33207,20480,884753
UDP,5811,4096,884736
UDP,4635,4096,884736
TCP,7969,2100,883300
UDP,7259,48656,883206
UDP,5174,8192,880641
UDP,41240,12288,872448
UDP,14545,79932,870031
TCP,32907,28672,868376
TCP,31003,36864,868374
TCP,43390,21584,863360
UDP,16914,40960,860178
UDP,59656,4096,860160
UDP,21056,4096,860160
UDP,25974,4096,860160
UDP,23668,4096,860160
UDP,21008,4096,860160
TCP,23777,102500,856097
TCP,20851,3200,856003
TCP,27948,700,856000
TCP,50452,1363968,853511
TCP,41078,299008,852379
TCP,41122,253952,852320
TCP,21043,225280,852281
TCP,22714,118784,852121
TCP,15812,118784,852121
TCP,23359,110592,852109
TCP,32283,77824,852059
TCP,56338,69632,852043
TCP,19475,65536,852041
TCP,32720,86016,852041
TCP,44526,65536,852037
TCP,13388,57344,852026
TCP,32626,53248,852023
TCP,27112,49152,852017
TCP,12855,45056,852011
TCP,32978,40960,852004
TCP,17997,600,852000
TCP,33208,600,852000
TCP,8780,600,852000
TCP,41157,32768,851992
TCP,60936,32768,851991
TCP,32127,28672,851986
TCP,32764,28672,851986
TCP,26529,16384,851968
TCP,34427,16384,851968
UDP,25032,24692,851312
UDP,52094,33392,846029
UDP,43268,87340,845961
TCP,23389,21080,843200
TCP,40997,21080,843200
UDP,15416,28772,840803
UDP,52497,4096,839680
UDP,17264,4196,839200
TCP,48252,20980,839200
UDP,17370,4196,839200
TCP,47417,5796,838740
UDP,24114,16384,835586
UDP,8422,4096,835584
TCP,43394,20788,831520
TCP,49881,20780,831200
TCP,13694,4496,830144
UDP,4896,98304,827454
UDP,9045,8192,827392
TCP,8656,20680,827200
UDP,10414,165424,824330
TCP,11603,20580,823200
UDP,12817,6496,823176
UDP,41186,139264,819358
UDP,15444,36864,819205
TCP,10221,20480,819202
UDP,15436,12288,819201
UDP,15464,12288,819201
UDP,11524,4096,819200
UDP,12274,4096,819200
UDP,10011,4096,819200
UDP,10836,4096,819200
UDP,29903,4096,819200
TCP,33891,20480,819200
UDP,20830,4096,819200
UDP,15448,4096,819200
UDP,51506,4096,819200
UDP,28374,4096,819200
UDP,17474,4096,819200
UDP,20694,4096,819200
UDP,14051,4096,819200
UDP,18755,4096,819200
UDP,8580,126976,815184
UDP,56873,4096,815104
UDP,8353,96932,814151
UDP,25566,4096,811008
TCP,42148,1600,806400
TCP,11285,32768,802838
UDP,10920,16384,802819
UDP,34208,4096,802816
UDP,35942,4096,802816
UDP,42051,4096,802816
UDP,45253,4096,802816
UDP,42328,4096,802816
UDP,46013,4096,802816
UDP,47560,4096,802816
UDP,39702,12288,802816
UDP,39959,4096,802816
UDP,45620,4096,802816
UDP,36207,4096,802816
UDP,42058,4096,802816
UDP,47238,4096,802816
UDP,38085,4096,802816
UDP,21990,1900,802000
TCP,44142,50484,794667
UDP,58223,4096,790528
TCP,25636,4096,790528
UDP,4296,8192,786432
UDP,35215,6100,784100
UDP,53023,37076,772120
TCP,27029,4696,770488
TCP,32639,36864,770084
UDP,52277,4096,770048
UDP,55148,4096,770048
UDP,53970,4096,770048
UDP,50241,4096,770048
UDP,57940,4700,764301
UDP,50643,28672,761876
UDP,5945,10492,761632
UDP,17601,29784,759213
UDP,26737,13192,756752
UDP,50664,24576,745492
UDP,8477,16384,745475
UDP,16483,60548,743632
UDP,5181,49276,743552
TCP,3403,18584,743360
TCP,5090,12988,737372
TCP,12202,24576,737286
UDP,41972,40960,729118
UDP,33376,4096,729088
UDP,23751,4096,729088
UDP,51557,4096,729088
UDP,51675,4096,729088
UDP,10615,4096,729088
UDP,44883,4096,729088
TCP,5902,16584,728896
TCP,43998,900,726000
TCP,18153,1000,726000
UDP,17431,5896,723408
UDP,53975,45768,721425
TCP,53952,49152,720951
TCP,32914,45056,720944
TCP,18191,900,720800
TCP,34831,17984,719360
TCP,34256,22480,718988
UDP,49659,4096,716800
TCP,54053,1800,714400
TCP,32890,600,714000
TCP,33568,600,714000
TCP,57630,500,710000
TCP,40244,500,710000
TCP,38910,500,710000
TCP,34103,500,710000
TCP,31977,500,710000
TCP,44759,500,710000
TCP,45617,500,710000
UDP,50074,4096,708608
TCP,10823,53248,704573
UDP,4469,94208,704561
TCP,13297,4096,704512
TCP,31192,4096,704512
TCP,12163,1200,704400
UDP,40634,1500,701300
UDP,6944,20480,700419
TCP,53173,17384,695360
UDP,17266,57652,694431
TCP,19765,1500,693100
UDP,15276,77824,688165
TCP,32408,24576,688146
TCP,32382,24576,688146
TCP,8488,16384,688128
TCP,8697,16384,688128
TCP,4712,16784,687744
TCP,10339,21284,687526
TCP,13121,17184,687360
TCP,39194,1700,686300
TCP,53956,16992,679680
TCP,5933,16984,679360
TCP,4857,16984,679360
TCP,43530,16984,679360
TCP,18192,8392,676832
UDP,17948,65536,675872
TCP,8700,16884,675360
UDP,34954,5696,674536
TCP,5644,16792,671680
TCP,43965,16784,671360
TCP,43834,16784,671360
TCP,28024,16684,667360
TCP,43112,16684,667360
UDP,5122,8692,664909
TCP,8655,16584,664560
TCP,18384,16584,663360
TCP,51467,16584,663360
TCP,12899,16584,663360
UDP,53050,600,662000
UDP,7035,103636,659521
UDP,6828,4096,659456
TCP,33300,16484,659360
TCP,6903,8292,659360
UDP,40715,3300,659100
TCP,15380,65536,655433
TCP,10700,65536,655424
UDP,4721,12288,655361
TCP,33889,16384,655360
TCP,20660,16384,655360
TCP,17545,4496,654864
UDP,53774,500,654000
TCP,6297,13888,653824
UDP,42162,10896,653760
UDP,6879,8992,653308
UDP,18056,40960,647193
UDP,6881,5096,646384
UDP,16638,12288,643073
UDP,21543,4096,643072
UDP,45539,4096,643072
TCP,17347,32868,643006
TCP,50263,1140884,642362
TCP,15520,1700,641300
TCP,32552,950272,640159
TCP,45090,540672,639612
TCP,40324,315392,639422
TCP,16088,294912,639399
TCP,22522,274432,639369
TCP,24767,258048,639344
TCP,24476,225280,639295
TCP,50508,262144,639247
TCP,24370,188416,639240
TCP,38872,184320,639234
TCP,56672,155648,639191
TCP,19678,151552,639184
TCP,6638,139264,639166
TCP,14081,126976,639148
TCP,24251,106496,639117
TCP,15181,81920,639080
TCP,13850,73728,639068
TCP,17087,61440,639049
TCP,36689,57344,639043
TCP,12161,57344,639039
TCP,32296,53248,639036
TCP,35368,53248,639034
TCP,39767,53248,639033
TCP,60686,49152,639028
TCP,37468,49152,639028
TCP,13978,45056,639025
TCP,32546,45056,639024
TCP,23871,40960,639018
TCP,32535,36864,639012
TCP,32351,36864,639012
TCP,9619,36864,639009
TCP,49604,32768,639006
TCP,13713,32768,639006
TCP,32728,32768,639006
TCP,32371,32768,639006
TCP,32944,32768,639006
TCP,32496,32768,639006
TCP,38297,32768,639006
TCP,32250,32768,639005
TCP,32672,28672,639000
TCP,32868,28672,639000
TCP,10651,28672,639000
TCP,32309,20480,638988
TCP,44261,20480,638988
TCP,37767,20480,638988
UDP,6820,12288,638978
TCP,32452,12288,638976
TCP,4777,4896,638208
UDP,27788,29484,629216
TCP,7512,10592,628067
UDP,55502,40960,626719
UDP,17049,12288,626691
TCP,53157,4096,626688
UDP,7480,12288,622594
UDP,7176,8192,622593
TCP,4955,8892,621920
UDP,5273,4296,620824
UDP,17204,3100,620000
UDP,8331,53248,618524
UDP,60745,4096,618496
UDP,5274,4096,618496
UDP,43543,8192,618496
UDP,27032,2100,617000
TCP,49239,1100,616000
TCP,8496,4296,611680
UDP,9078,91048,610868
UDP,13023,74592,610361
UDP,7886,16384,606220
UDP,4217,4296,602240
TCP,17990,9292,599694
UDP,5902,4096,598016
TCP,43393,14892,595680
UDP,9260,28476,595515
UDP,6991,98304,593973
UDP,12775,40960,593944
TCP,8010,16484,593825
TCP,39498,409600,590389
TCP,11579,53248,589885
UDP,12662,61440,589854
UDP,5594,4096,589824
TCP,61917,700,589700
TCP,45341,400,588000
TCP,45196,400,588000
TCP,44720,400,588000
UDP,6883,4196,586340
TCP,52315,800,585800
UDP,57085,8192,585730
UDP,17677,20480,581638
TCP,50802,14392,575680
TCP,6263,14388,575520
UDP,13932,63468,573465
UDP,28733,12288,573441
UDP,32432,4096,573440
UDP,6438,4096,573440
TCP,13000,500,572000
TCP,52594,500,572000
TCP,12356,12788,570264
TCP,30501,1700,568001
TCP,54538,400,568000
TCP,49197,400,568000
TCP,46003,400,568000
TCP,28897,400,568000
TCP,13467,400,568000
TCP,30312,400,568000
UDP,50046,102400,561253
UDP,5110,20480,561157
TCP,18082,13088,559120
UDP,18904,12288,557057
UDP,53262,4096,557056
UDP,13353,8192,557056
TCP,3404,13888,555520
UDP,6889,4496,555500
UDP,12901,45056,552987
TCP,25567,49152,552964
UDP,46500,29384,552515
UDP,7966,32768,548888
TCP,49977,1300,548100
UDP,8244,4096,544768
TCP,32488,20580,544690
TCP,7899,13588,543520
TCP,17541,77824,540776
TCP,14693,53248,540739
TCP,12586,45056,540727
TCP,33200,45056,540721
TCP,14132,28672,540702
TCP,17640,28672,540702
TCP,12493,28672,540702
TCP,34226,20480,540690
TCP,20208,20480,540690
TCP,33632,20480,540690
TCP,32563,20480,540690
TCP,32508,8192,540672
TCP,11244,12288,540672
UDP,20760,4096,540672
TCP,8180,12688,540288
TCP,43577,13488,539520
TCP,5389,13488,539520
UDP,38803,1100,538800
UDP,7389,4196,536580
UDP,13531,8100,530400
UDP,8046,9292,528681
TCP,20443,1000,528600
UDP,13319,20480,528395
UDP,5495,12488,528394
UDP,55723,4096,528384
TCP,10332,13088,527720
TCP,4781,13188,527520
UDP,31855,4096,524288
UDP,15228,4096,524288
TCP,5255,12688,523904
UDP,22195,17688,523708
UDP,52701,400,523200
UDP,5731,8392,520713
TCP,5128,13788,520517
UDP,50020,172032,520306
UDP,54046,4096,520192
TCP,43010,12988,519520
TCP,43199,12988,519520
UDP,49598,2500,518800
UDP,19087,57680,517436
UDP,52512,20480,516109
UDP,17982,16384,516102
UDP,10231,4096,516096
TCP,5560,12888,515920
TCP,8113,1200,515900
TCP,43062,12888,515520
TCP,43990,12888,515520
TCP,43160,12888,515520
TCP,43220,12888,515520
TCP,43527,12888,515520
UDP,34752,1100,514300
TCP,4770,12788,511520
TCP,43515,12788,511520
TCP,43817,12788,511520
TCP,17782,700,511300
TCP,32955,28672,507934
TCP,13834,28672,507934
UDP,23093,4096,507904
UDP,23473,4096,507904
TCP,26288,8192,507904
TCP,32045,20880,507532
TCP,43226,12688,507520
TCP,43066,12688,507520
TCP,43638,12688,507520
TCP,8671,12688,507520
TCP,43481,12688,507520
TCP,43150,12688,507520
UDP,49245,28684,506915
UDP,27051,7596,506701
TCP,10518,20480,503826
UDP,25063,4096,503808
TCP,8797,12588,503520
TCP,43921,12588,503520
TCP,43759,12588,503520
TCP,15568,12588,503520
TCP,43735,12588,503520
UDP,5090,4396,500464
UDP,20406,2500,500000
TCP,8222,400,500000
TCP,12587,12488,499520
TCP,43994,12488,499520
TCP,19040,12488,499520
TCP,32302,12488,499520
TCP,23336,12488,499520
TCP,21435,12488,499520
TCP,8651,12488,499520
TCP,43045,12488,499520
UDP,49439,4096,495616
TCP,7195,12388,495520
TCP,20332,12388,495520
TCP,28280,12388,495520
TCP,33391,12388,495520
TCP,13411,12388,495520
TCP,11368,12388,495520
TCP,33392,12388,495520
TCP,14741,12388,495520
TCP,13214,12388,495520
TCP,33903,12388,495520
TCP,4206,12388,495520
TCP,34078,73728,491610
UDP,6151,61440,491531
TCP,26124,12288,491520
TCP,11507,12288,491520
TCP,14923,12288,491520
TCP,23360,12288,491520
TCP,25462,12288,491520
TCP,10921,12288,491520
TCP,11240,12288,491520
TCP,17094,12288,491520
TCP,27604,12288,491520
TCP,30755,12288,491520
TCP,30895,12288,491520
TCP,11207,12288,491520
TCP,9833,12288,491520
TCP,20227,12288,491520
TCP,32222,12288,491520
TCP,25977,12288,491520
UDP,18943,13892,488509
UDP,17605,73728,483355
UDP,11301,8192,483332
UDP,6206,23880,481483
TCP,7489,8692,478752
UDP,17339,4196,478352
TCP,22790,6296,476392
TCP,19232,53248,475203
TCP,12835,45056,475188
TCP,33129,24576,475160
UDP,36953,16384,475148
UDP,36526,4096,475136
TCP,47995,8192,475136
TCP,4232,11800,472000
UDP,6166,55452,471052
UDP,38993,4096,471040
UDP,42826,4096,471040
TCP,32433,4196,469680
UDP,5278,7200,467500
UDP,11401,65536,467012
UDP,49220,4096,466944
UDP,43924,800,464400
UDP,51426,2200,464200
UDP,17075,3700,463701
TCP,29731,11592,463680
UDP,21735,4096,462848
UDP,1032,4096,458752
TCP,10123,4896,458392
UDP,60420,70360,450600
UDP,7333,12388,450566
TCP,49929,300,450000
TCP,24224,300,450000
TCP,21263,5096,447841
TCP,10785,4296,447840
UDP,40606,42296,446493
TCP,58312,4096,446464
UDP,39150,4096,442368
TCP,43525,57744,442057
TCP,45178,300,441000
UDP,17240,2200,440000
TCP,43802,41260,438030
TCP,4873,10092,436448
TCP,20445,12488,436389
TCP,29191,4096,434176
UDP,6120,4096,434176
TCP,6380,8692,433600
UDP,6571,86216,431578
TCP,22058,32868,431220
TCP,53820,4096,430080
TCP,11758,57444,430057
TCP,17619,53348,430051
TCP,32457,36964,430027
TCP,12540,28772,430014
TCP,8030,8292,429984
IPv6,0,5096,428880
TCP,41058,454656,426568
TCP,35146,380928,426465
TCP,10968,217088,426296
TCP,21680,212992,426291
TCP,13628,151552,426199
TCP,11847,147456,426192
TCP,23940,143360,426186
TCP,21710,131072,426168
TCP,12829,126976,426162
TCP,22311,114688,426143
TCP,22479,110592,426137
TCP,57214,98304,426119
TCP,24375,94208,426113
TCP,24183,94208,426113
TCP,24957,94208,426113
TCP,41706,118784,426111
TCP,24350,81920,426094
TCP,17817,69632,426076
TCP,12782,65536,426070
TCP,18425,65536,426070
TCP,32932,61440,426063
TCP,12644,57344,426057
TCP,46384,57344,426053
TCP,12348,57344,426053
TCP,20071,53248,426051
TCP,12259,53248,426051
TCP,10979,53248,426051
TCP,51016,49152,426042
TCP,22873,45056,426039
TCP,30299,45056,426039
TCP,37963,45056,426039
TCP,24216,45056,426039
TCP,40539,45056,426036
TCP,10889,40960,426033
TCP,17125,40960,426033
TCP,18152,40960,426033
TCP,14285,40960,426033
TCP,44860,40960,426033
TCP,24751,40960,426033
TCP,20724,40960,426033
TCP,14174,36864,426027
TCP,14991,36864,426027
TCP,19382,36864,426026
TCP,39566,36864,426024
TCP,32705,28672,426014
TCP,6606,28672,426014
TCP,15814,28672,426014
TCP,32401,28672,426014
TCP,32133,28672,426014
TCP,15771,28672,426014
TCP,32877,24576,426008
TCP,49866,24576,426008
TCP,32259,24576,426008
TCP,32598,24576,426008
TCP,14099,24576,426008
TCP,11803,20480,426002
TCP,22107,20480,426002
TCP,32443,20480,426002
TCP,32468,20480,426002
TCP,28036,20480,426002
TCP,32668,20480,426002
TCP,42787,300,426000
TCP,49835,300,426000
TCP,52574,300,426000
TCP,29457,300,426000
TCP,52571,300,426000
