Protocol,Port,Packets,Bytes
TCP,11934,98304,196696
TCP,10287,16384,196626
TCP,17554,16384,196626
TCP,9623,8192,196614
TCP,38628,4096,196608
TCP,8974,4096,196608
TCP,295,4096,196608
TCP,13144,4096,196608
UDP,43550,4096,196608
TCP,62969,4096,196608
TCP,48394,4096,196608
TCP,24507,4096,196608
TCP,33151,4096,196608
TCP,49263,4096,196608
TCP,42274,4096,196608
TCP,51890,4096,196608
TCP,35094,4096,196608
TCP,34031,4096,196608
TCP,9242,4096,196608
TCP,38115,4096,196608
TCP,29566,4096,196608
TCP,30721,4096,196608
TCP,12538,4096,196608
TCP,19771,4096,196608
TCP,19211,4096,196608
TCP,26821,4096,196608
TCP,48600,4096,196608
TCP,23406,4096,196608
TCP,25638,4096,196608
TCP,31633,4096,196608
UDP,24136,4096,196608
TCP,35122,4096,196608
TCP,30831,4096,196608
TCP,18430,4096,196608
UDP,31519,4096,196608
TCP,10499,4096,196608
TCP,29958,4096,196608
TCP,34586,4096,196608
TCP,21679,4096,196608
TCP,58037,4096,196608
UDP,8853,4096,196608
TCP,17143,4096,196608
TCP,26963,4096,196608
TCP,8218,4096,196608
TCP,51739,4096,196608
TCP,31802,4096,196608
TCP,15921,4096,196608
TCP,39770,4096,196608
TCP,42133,4096,196608
TCP,51692,4096,196608
TCP,11453,4096,196608
TCP,33153,4096,196608
TCP,7188,4096,196608
TCP,34127,4096,196608
TCP,32865,4096,196608
TCP,39881,4096,196608
TCP,22761,4096,196608
TCP,46865,4096,196608
UDP,796,4096,196608
UDP,11311,4096,196608
TCP,6516,4096,196608
TCP,11168,4096,196608
TCP,28257,4096,196608
TCP,27228,4096,196608
UDP,30690,4096,196608
TCP,53891,4096,196608
TCP,42450,4096,196608
UDP,56691,4096,196608
TCP,34148,4096,196608
TCP,27986,4096,196608
TCP,27338,4096,196608
TCP,12192,4096,196608
TCP,41844,4096,196608
TCP,47248,4096,196608
TCP,13606,4096,196608
UDP,40862,4096,196608
TCP,21115,4096,196608
TCP,9489,4096,196608
TCP,20987,4096,196608
TCP,4476,4896,195840
TCP,43284,4896,195840
TCP,5855,4896,195840
TCP,17656,4896,195840
TCP,5703,4896,195840
TCP,43208,4896,195840
TCP,43541,4896,195840
TCP,43729,4896,195840
TCP,5124,4896,195840
TCP,5339,4896,195840
TCP,4954,4896,195840
TCP,43006,4896,195840
TCP,43723,4896,195840
TCP,5323,4896,195840
TCP,43721,4896,195840
TCP,43256,4896,195840
TCP,4748,4896,195840
TCP,34292,4896,195840
TCP,5395,4896,195840
TCP,43258,4896,195840
TCP,31554,4896,195840
TCP,5205,4896,195840
TCP,43262,4896,195840
TCP,4723,4896,195840
TCP,44345,4696,195040
TCP,60001,4396,194224
TCP,19721,4396,193424
TCP,14147,4396,192224
TCP,43099,8892,191846
TCP,31521,5596,191841
TCP,5593,4796,191840
TCP,43706,4796,191840
TCP,43281,4796,191840
TCP,5388,4796,191840
TCP,5378,4796,191840
TCP,43461,4796,191840
TCP,4820,4796,191840
TCP,4709,4796,191840
TCP,6261,4796,191840
TCP,43825,4796,191840
TCP,43336,4796,191840
TCP,43714,4796,191840
TCP,43400,4796,191840
TCP,4582,4796,191840
TCP,43019,4796,191840
TCP,43972,4796,191840
TCP,43037,4796,191840
TCP,43512,4796,191840
TCP,33387,4796,191840
TCP,43247,4796,191840
TCP,43374,4796,191840
TCP,6220,4796,191840
TCP,5564,4796,191840
TCP,43508,4796,191840
TCP,43138,4796,191840
TCP,43881,4796,191840
TCP,43604,4796,191840
TCP,43880,4796,191840
TCP,43120,4796,191840
TCP,5392,4796,191840
TCP,43129,4796,191840
UDP,42607,400,191100
UDP,8810,4196,190632
UDP,16386,4296,189024
TCP,8139,4296,188224
TCP,9019,4296,188224
TCP,9975,4296,188224
TCP,8585,12888,187844
TCP,43229,4696,187840
TCP,43464,4696,187840
TCP,43429,4696,187840
TCP,5108,4696,187840
TCP,4714,4696,187840
TCP,43222,4696,187840
TCP,43493,4696,187840
TCP,43505,4696,187840
TCP,5927,4696,187840
TCP,4713,4696,187840
TCP,43492,4696,187840
TCP,43779,4696,187840
TCP,43766,4696,187840
TCP,43231,4696,187840
TCP,43467,4696,187840
TCP,43359,4696,187840
TCP,7908,4696,187840
TCP,43234,4696,187840
TCP,43547,4696,187840
TCP,43542,4696,187840
TCP,43860,4696,187840
TCP,4864,4696,187840
TCP,43139,4696,187840
TCP,33027,4696,187840
TCP,43509,4696,187840
TCP,43704,4696,187840
TCP,43159,4696,187840
TCP,43283,4696,187840
TCP,43905,4696,187840
TCP,43975,4696,187840
TCP,33892,4696,187840
TCP,43832,4696,187840
TCP,43776,4696,187840
TCP,43795,4696,187840
TCP,43789,4696,187840
TCP,43913,4696,187840
TCP,43106,4696,187840
TCP,43101,4696,187840
TCP,43830,4696,187840
TCP,5140,4696,187840
TCP,43474,4696,187840
TCP,5276,4696,187840
TCP,4946,4696,187840
TCP,43097,4696,187840
TCP,43431,4696,187840
TCP,4819,4696,187840
TCP,43094,4696,187840
TCP,4783,4696,187840
TCP,43532,4696,187840
TCP,43088,4696,187840
TCP,43846,4696,187840
TCP,43524,4696,187840
TCP,4797,4696,187840
UDP,6709,4100,187000
TCP,33338,4196,186624
TCP,5647,4596,186240
UDP,57365,1300,186000
UDP,8760,4396,184632
UDP,3367,8396,184503
UDP,47469,4096,184320
TCP,9683,12388,184236
TCP,9704,4196,184224
TCP,9016,4196,184224
TCP,5513,4196,184224
TCP,24858,4196,184224
TCP,9146,4196,184224
TCP,9711,4196,184224
TCP,28640,4196,184224
TCP,7601,4196,184224
TCP,12352,4196,184224
TCP,43294,197108,184095
TCP,43473,4596,183840
TCP,43293,4596,183840
TCP,5623,4596,183840
TCP,34264,4596,183840
TCP,43837,4596,183840
TCP,43690,4596,183840
TCP,33336,4596,183840
TCP,43325,4596,183840
TCP,5322,4596,183840
TCP,43775,4596,183840
TCP,43331,4596,183840
TCP,43501,4596,183840
TCP,43186,4596,183840
TCP,43495,4596,183840
TCP,6400,4596,183840
TCP,43700,4596,183840
TCP,43255,4596,183840
TCP,43071,4596,183840
TCP,8461,4596,183840
TCP,36363,4596,183840
TCP,43025,4596,183840
TCP,43915,4596,183840
TCP,43514,4596,183840
TCP,43930,4596,183840
TCP,5206,4596,183840
TCP,43822,4596,183840
TCP,43748,4596,183840
TCP,43614,4596,183840
TCP,43744,4596,183840
TCP,5660,4596,183840
TCP,43821,4596,183840
TCP,4823,4596,183840
TCP,43035,4596,183840
TCP,43703,4596,183840
TCP,43275,4596,183840
TCP,43143,4596,183840
TCP,43353,4596,183840
TCP,43947,4596,183840
TCP,43953,4596,183840
TCP,4862,4596,183840
TCP,4722,4596,183840
TCP,43768,4596,183840
TCP,43039,4596,183840
TCP,43811,4596,183840
TCP,43960,4596,183840
TCP,43371,4596,183840
TCP,11230,4596,183840
TCP,43125,4596,183840
TCP,43964,4596,183840
TCP,43270,4596,183840
TCP,43730,4596,183840
TCP,4974,4596,183840
TCP,43555,4596,183840
TCP,43385,4596,183840
TCP,43970,4596,183840
TCP,43856,4596,183840
TCP,43573,4596,183840
TCP,43058,4596,183840
TCP,43274,4596,183840
TCP,43797,4596,183840
TCP,43713,4596,183840
TCP,4834,4596,183840
TCP,43986,4596,183840
TCP,43107,4596,183840
TCP,4814,4596,183840
TCP,43483,4596,183840
TCP,11731,4496,181040
UDP,5295,500,180700
TCP,14354,4496,180640
UDP,9383,4296,180432
TCP,10944,4296,180340
TCP,7634,8192,180230
TCP,6156,8192,180230
TCP,9622,8192,180230
TCP,27779,4096,180224
TCP,9048,4096,180224
TCP,9130,4096,180224
TCP,20368,4096,180224
TCP,34789,4096,180224
TCP,9717,4096,180224
TCP,8049,4096,180224
TCP,30579,4096,180224
TCP,12512,4096,180224
TCP,9748,4096,180224
TCP,9817,4096,180224
TCP,12494,4096,180224
TCP,12491,4096,180224
TCP,808,4096,180224
TCP,11183,4096,180224
TCP,39146,4096,180224
UDP,19070,4096,180224
TCP,31002,4096,180224
TCP,18067,4096,180224
TCP,9874,4096,180224
TCP,14265,4096,180224
TCP,8158,4096,180224
TCP,11310,4096,180224
TCP,6867,4096,180224
TCP,15170,4096,180224
TCP,9193,4096,180224
TCP,9196,4096,180224
TCP,8169,4096,180224
TCP,8175,4096,180224
TCP,18790,4096,180224
TCP,943,4096,180224
UDP,57753,4096,180224
TCP,9218,4096,180224
TCP,17772,4096,180224
TCP,9627,4096,180224
TCP,44309,4096,180224
UDP,10701,4096,180224
TCP,44200,4096,180224
TCP,7717,4096,180224
TCP,36281,4096,180224
TCP,9571,4096,180224
TCP,9544,4096,180224
TCP,7678,4096,180224
TCP,51888,4096,180224
TCP,9474,4096,180224
TCP,9467,4096,180224
TCP,9466,4096,180224
TCP,9431,4096,180224
TCP,6328,4096,180224
TCP,30005,4096,180224
TCP,51321,4096,180224
TCP,12144,4096,180224
TCP,20337,4096,180224
TCP,12160,4096,180224
TCP,7533,4096,180224
TCP,12162,4096,180224
TCP,8414,4096,180224
TCP,13347,4096,180224
TCP,50580,4096,180224
TCP,23082,4096,180224
TCP,8510,4096,180224
TCP,16628,4096,180224
TCP,12200,4096,180224
TCP,29106,4096,180224
UDP,16768,900,180000
TCP,11511,45456,179901
TCP,43205,4496,179840
TCP,43657,4496,179840
TCP,43893,4496,179840
TCP,43510,4496,179840
TCP,43215,4496,179840
TCP,4924,4496,179840
TCP,43914,4496,179840
TCP,43922,4496,179840
TCP,43924,4496,179840
TCP,43185,4496,179840
TCP,8868,4496,179840
TCP,12225,4496,179840
TCP,43760,4496,179840
TCP,43230,4496,179840
TCP,43489,4496,179840
TCP,43932,4496,179840
TCP,43233,4496,179840
TCP,34276,4496,179840
TCP,43933,4496,179840
TCP,43740,4496,179840
TCP,6407,4496,179840
TCP,34277,4496,179840
TCP,43533,4496,179840
TCP,43161,4496,179840
TCP,23476,4496,179840
TCP,43157,4496,179840
TCP,5924,4496,179840
TCP,43944,4496,179840
TCP,4715,4496,179840
TCP,43946,4496,179840
TCP,5896,4496,179840
TCP,43141,4496,179840
TCP,43264,4496,179840
TCP,43207,4496,179840
TCP,23836,4496,179840
TCP,32454,4496,179840
TCP,43549,4496,179840
TCP,43962,4496,179840
TCP,43732,4496,179840
TCP,43122,4496,179840
TCP,43968,4496,179840
TCP,43288,4496,179840
TCP,43121,4496,179840
TCP,43472,4496,179840
TCP,43468,4496,179840
TCP,43119,4496,179840
TCP,43113,4496,179840
TCP,51089,4496,179840
TCP,43844,4496,179840
TCP,43462,4496,179840
TCP,43292,4496,179840
TCP,43568,4496,179840
TCP,43770,4496,179840
TCP,43069,4496,179840
TCP,43839,4496,179840
TCP,43324,4496,179840
TCP,5522,4496,179840
TCP,45556,4496,179840
TCP,4798,4496,179840
TCP,43328,4496,179840
TCP,25178,4496,179840
TCP,43446,4496,179840
TCP,43580,4496,179840
TCP,43329,4496,179840
TCP,43342,4496,179840
TCP,8811,4496,179840
TCP,5263,4496,179840
TCP,43583,4496,179840
TCP,4997,4496,179840
TCP,34294,4496,179840
TCP,5881,4496,179840
TCP,43352,4496,179840
TCP,4773,4496,179840
TCP,43808,4496,179840
TCP,8689,4496,179840
TCP,5563,4496,179840
TCP,43606,4496,179840
TCP,5256,4496,179840
TCP,43005,4496,179840
TCP,43420,4496,179840
TCP,43611,4496,179840
TCP,43652,4496,179840
TCP,43664,4496,179840
TCP,5330,4496,179840
TCP,4651,4496,179840
TCP,9797,4196,177140
UDP,9581,4196,176832
TCP,30922,300,176700
TCP,585,4296,176640
UDP,6283,16384,176140
UDP,8047,4096,176128
TCP,4217,4296,176040
TCP,23399,4296,176040
TCP,11701,8492,175846
TCP,43277,4396,175840
TCP,5467,4396,175840
TCP,43565,4396,175840
TCP,43633,4396,175840
TCP,6761,4396,175840
TCP,43432,4396,175840
TCP,11683,4396,175840
TCP,8773,4396,175840
TCP,4719,4396,175840
TCP,4260,4396,175840
TCP,43625,4396,175840
TCP,43624,4396,175840
TCP,11503,4396,175840
TCP,43240,4396,175840
TCP,43241,4396,175840
TCP,43206,4396,175840
TCP,4707,4396,175840
TCP,43123,4396,175840
TCP,43659,4396,175840
TCP,43245,4396,175840
TCP,5928,4396,175840
TCP,43246,4396,175840
TCP,8103,4396,175840
TCP,9527,4396,175840
TCP,7711,4396,175840
TCP,43417,4396,175840
TCP,6378,4396,175840
TCP,43612,4396,175840
TCP,43198,4396,175840
TCP,43413,4396,175840
TCP,29404,4396,175840
TCP,43257,4396,175840
TCP,43982,4396,175840
TCP,43213,4396,175840
TCP,43684,4396,175840
TCP,43265,4396,175840
TCP,43196,4396,175840
TCP,5825,4396,175840
TCP,43110,4396,175840
TCP,43406,4396,175840
TCP,43278,4396,175840
TCP,43600,4396,175840
TCP,43017,4396,175840
TCP,43184,4396,175840
TCP,43790,4396,175840
TCP,43591,4396,175840
TCP,43182,4396,175840
TCP,25555,4396,175840
TCP,43702,4396,175840
TCP,43024,4396,175840
TCP,6717,4396,175840
TCP,5625,4396,175840
TCP,5129,4396,175840
TCP,5847,4396,175840
TCP,43889,4396,175840
TCP,52074,4396,175840
TCP,43955,4396,175840
TCP,4634,4396,175840
TCP,43048,4396,175840
TCP,5917,4396,175840
TCP,43290,4396,175840
TCP,43054,4396,175840
TCP,4947,4396,175840
TCP,43057,4396,175840
TCP,11866,4396,175840
TCP,37622,4396,175840
TCP,43297,4396,175840
TCP,43948,4396,175840
TCP,43803,4396,175840
TCP,43503,4396,175840
TCP,43307,4396,175840
TCP,43142,4396,175840
TCP,43516,4396,175840
TCP,33393,4396,175840
TCP,43313,4396,175840
TCP,43172,4396,175840
TCP,43836,4396,175840
TCP,43081,4396,175840
TCP,43920,4396,175840
TCP,43338,4396,175840
TCP,43427,4396,175840
TCP,8389,4396,175840
TCP,43563,4396,175840
TCP,33399,4396,175840
TCP,43551,4396,175840
TCP,1013,4396,175840
TCP,43149,4396,175840
TCP,43341,4396,175840
TCP,5337,4396,175840
TCP,8392,4396,175840
TCP,43736,4396,175840
TCP,8667,4396,175840
TCP,43819,4396,175840
TCP,43812,4396,175840
UDP,4324,400,175200
TCP,4471,4296,174240
TCP,18081,4296,172240
TCP,12372,4196,172040
UDP,8986,4096,172032
UDP,9815,4096,172032
UDP,9551,4096,172032
UDP,9352,4096,172032
UDP,9527,4096,172032
UDP,9325,4096,172032
UDP,9220,4096,172032
UDP,9227,4096,172032
UDP,8975,4096,172032
UDP,9554,4096,172032
UDP,8830,4096,172032
UDP,9487,4096,172032
UDP,9475,4096,172032
UDP,9231,4096,172032
UDP,9324,4096,172032
UDP,9019,4096,172032
UDP,8827,4096,172032
UDP,9560,4096,172032
UDP,9028,4096,172032
UDP,9159,4096,172032
UDP,8824,4096,172032
UDP,8820,4096,172032
UDP,9452,4096,172032
UDP,9576,4096,172032
UDP,8845,4096,172032
UDP,9314,4096,172032
UDP,8846,4096,172032
UDP,9146,4096,172032
UDP,9240,4096,172032
UDP,8952,4096,172032
UDP,8951,4096,172032
UDP,9032,4096,172032
UDP,8931,4096,172032
UDP,8995,4096,172032
UDP,9109,4096,172032
UDP,9634,4096,172032
UDP,9094,4096,172032
UDP,9252,4096,172032
UDP,9148,4096,172032
UDP,9432,4096,172032
UDP,9241,4096,172032
UDP,8796,4096,172032
UDP,8794,4096,172032
UDP,9243,4096,172032
UDP,9658,4096,172032
UDP,9244,4096,172032
UDP,8925,4096,172032
UDP,9391,4096,172032
UDP,9369,4096,172032
UDP,8849,4096,172032
UDP,8791,4096,172032
UDP,9722,4096,172032
UDP,8789,4096,172032
UDP,8867,4096,172032
UDP,8785,4096,172032
UDP,9393,4096,172032
UDP,8862,4096,172032
UDP,9404,4096,172032
UDP,8780,4096,172032
UDP,9793,4096,172032
UDP,9362,4096,172032
TCP,16710,8392,171846
TCP,10668,4296,171840
TCP,5184,4296,171840
TCP,4698,4296,171840
TCP,43974,4296,171840
TCP,3694,4296,171840
TCP,43436,4296,171840
TCP,9529,4296,171840
TCP,9126,4296,171840
TCP,43237,4296,171840
TCP,13074,4296,171840
TCP,11264,4296,171840
TCP,43437,4296,171840
TCP,17177,4296,171840
TCP,43442,4296,171840
TCP,43111,4296,171840
TCP,43641,4296,171840
TCP,43447,4296,171840
TCP,38904,4296,171840
TCP,43783,4296,171840
TCP,43412,4296,171840
TCP,43653,4296,171840
TCP,43622,4296,171840
TCP,11374,4296,171840
TCP,4574,4296,171840
TCP,8708,4296,171840
TCP,11225,4296,171840
TCP,8852,4296,171840
TCP,11694,4296,171840
TCP,11218,4296,171840
TCP,11416,4296,171840
TCP,5448,4296,171840
TCP,43755,4296,171840
TCP,44000,4296,171840
TCP,43945,4296,171840
TCP,7654,4296,171840
TCP,4992,4296,171840
TCP,4982,4296,171840
TCP,4521,4296,171840
TCP,43517,4296,171840
TCP,43078,4296,171840
TCP,43936,4296,171840
TCP,6460,4296,171840
TCP,5622,4296,171840
TCP,43522,4296,171840
TCP,23398,4296,171840
TCP,43537,4296,171840
TCP,4519,4296,171840
TCP,4816,4296,171840
TCP,8878,4296,171840
TCP,31462,4296,171840
TCP,33607,4296,171840
TCP,43349,4296,171840
TCP,11510,4296,171840
TCP,20981,4296,171840
TCP,8663,4296,171840
TCP,8884,4296,171840
TCP,43928,4296,171840
TCP,43923,4296,171840
TCP,4229,4296,171840
TCP,11517,4296,171840
TCP,43829,4296,171840
TCP,43550,4296,171840
TCP,8250,4296,171840
TCP,13390,4296,171840
TCP,18200,4296,171840
TCP,43566,4296,171840
TCP,21111,4296,171840
TCP,43835,4296,171840
TCP,14061,4296,171840
TCP,24689,4296,171840
TCP,4494,4296,171840
TCP,5738,4296,171840
TCP,43251,4296,171840
TCP,8657,4296,171840
TCP,5498,4296,171840
TCP,7860,4296,171840
TCP,43569,4296,171840
TCP,5175,4296,171840
TCP,45389,4296,171840
TCP,9392,4296,171840
TCP,16420,4296,171840
TCP,11549,4296,171840
TCP,15268,4296,171840
TCP,43046,4296,171840
TCP,9943,4296,171840
TCP,43033,4296,171840
TCP,43029,4296,171840
TCP,43586,4296,171840
TCP,5734,4296,171840
TCP,43597,4296,171840
TCP,43677,4296,171840
TCP,43603,4296,171840
TCP,8584,4296,171840
TCP,4759,4296,171840
TCP,6299,4296,171840
TCP,13196,4296,171840
TCP,43004,4296,171840
TCP,4576,4296,171840
TCP,17230,4196,170240
UDP,8256,7396,170201
TCP,14947,4196,169040
TCP,3369,4196,169040
TCP,11396,4196,169040
TCP,8842,4196,169040
TCP,8745,4196,169040
UDP,49270,800,168800
TCP,8323,4196,168240
UDP,16616,800,168000
UDP,24684,4096,167936
TCP,37527,4096,167936
UDP,8578,4096,167936
TCP,10956,8292,167846
TCP,38888,6096,167842
TCP,43631,4196,167840
TCP,25311,4196,167840
TCP,12079,4196,167840
TCP,32117,4196,167840
TCP,4926,4196,167840
TCP,6331,4196,167840
TCP,16685,4196,167840
TCP,22389,4196,167840
TCP,16574,4196,167840
TCP,7591,4196,167840
TCP,22075,4196,167840
TCP,43878,4196,167840
TCP,34161,4196,167840
TCP,43266,4196,167840
TCP,4623,4196,167840
TCP,5897,4196,167840
TCP,252,4196,167840
TCP,21970,4196,167840
TCP,7518,4196,167840
TCP,16538,4196,167840
TCP,10600,4196,167840
TCP,10599,4196,167840
TCP,11695,4196,167840
TCP,4617,4196,167840
TCP,7515,4196,167840
TCP,51000,4196,167840
TCP,43895,4196,167840
TCP,16472,4196,167840
TCP,23332,4196,167840
TCP,5694,4196,167840
TCP,43901,4196,167840
TCP,10593,4196,167840
TCP,6852,4196,167840
TCP,26104,4196,167840
TCP,10886,4196,167840
TCP,10583,4196,167840
TCP,33089,4196,167840
TCP,13354,4196,167840
TCP,43911,4196,167840
TCP,14404,4196,167840
TCP,23353,4196,167840
TCP,43168,4196,167840
TCP,43337,4196,167840
TCP,43618,4196,167840
TCP,4589,4196,167840
TCP,10569,4196,167840
TCP,18306,4196,167840
TCP,43167,4196,167840
TCP,8106,4196,167840
TCP,43166,4196,167840
TCP,8107,4196,167840
TCP,43346,4196,167840
TCP,23382,4196,167840
TCP,23387,4196,167840
TCP,21007,4196,167840
TCP,4585,4196,167840
TCP,23396,4196,167840
TCP,16246,4196,167840
TCP,28082,4196,167840
TCP,20900,4196,167840
TCP,43363,4196,167840
TCP,43663,4196,167840
TCP,23563,4196,167840
TCP,31013,4196,167840
TCP,43148,4196,167840
TCP,43370,4196,167840
TCP,31012,4196,167840
TCP,4285,4196,167840
TCP,4211,4196,167840
TCP,8694,4196,167840
TCP,43942,4196,167840
TCP,8965,4196,167840
TCP,16173,4196,167840
TCP,43608,4196,167840
TCP,20576,4196,167840
TCP,30900,4196,167840
TCP,4652,4196,167840
TCP,43137,4196,167840
TCP,4291,4196,167840
TCP,11734,4196,167840
TCP,6825,4196,167840
TCP,17000,4196,167840
TCP,43002,4196,167840
TCP,7230,4196,167840
TCP,43132,4196,167840
TCP,9137,4196,167840
TCP,43959,4196,167840
TCP,11254,4196,167840
TCP,4198,4196,167840
TCP,10343,4196,167840
TCP,11263,4196,167840
TCP,7191,4196,167840
TCP,4697,4196,167840
TCP,15956,4196,167840
TCP,7958,4196,167840
TCP,11743,4196,167840
TCP,50000,4196,167840
TCP,6796,4196,167840
TCP,11271,4196,167840
TCP,43423,4196,167840
TCP,11300,4196,167840
TCP,17120,4196,167840
TCP,20098,4196,167840
TCP,24200,4196,167840
TCP,9109,4196,167840
TCP,15891,4196,167840
TCP,14309,4196,167840
TCP,4514,4196,167840
TCP,36008,4196,167840
TCP,36010,4196,167840
TCP,8829,4196,167840
TCP,14941,4196,167840
TCP,15797,4196,167840
TCP,30048,4196,167840
TCP,8837,4196,167840
TCP,4775,4196,167840
TCP,43108,4196,167840
TCP,8856,4196,167840
TCP,17440,4196,167840
TCP,6984,4196,167840
TCP,19418,4196,167840
TCP,43585,4196,167840
TCP,11446,4196,167840
TCP,9608,4196,167840
TCP,17499,4196,167840
TCP,14276,4196,167840
TCP,43521,4196,167840
TCP,7733,4196,167840
TCP,43077,4196,167840
TCP,43581,4196,167840
TCP,6095,4196,167840
TCP,1018,4196,167840
TCP,36525,4196,167840
TCP,19096,4196,167840
TCP,4489,4196,167840
TCP,7788,4196,167840
TCP,14041,4196,167840
TCP,11521,4196,167840
TCP,29826,4196,167840
TCP,4492,4196,167840
TCP,18895,4196,167840
TCP,62451,4196,167840
TCP,11531,4196,167840
TCP,18893,4196,167840
TCP,10047,4196,167840
TCP,43067,4196,167840
TCP,11534,4196,167840
TCP,4496,4196,167840
TCP,5547,4196,167840
TCP,15001,4196,167840
TCP,4499,4196,167840
TCP,43053,4196,167840
TCP,17885,4196,167840
TCP,18822,4196,167840
TCP,14124,4196,167840
TCP,17921,4196,167840
TCP,33369,4196,167840
TCP,25080,4196,167840
TCP,45915,4196,167840
TCP,25136,4196,167840
TCP,25184,4196,167840
TCP,33360,4196,167840
TCP,11557,4196,167840
TCP,43576,4196,167840
TCP,11795,4196,167840
TCP,11788,4196,167840
TCP,33355,4196,167840
TCP,43575,4196,167840
TCP,41359,4196,167840
TCP,33340,4196,167840
TCP,11669,4196,167840
UDP,6637,300,165000
UDP,6754,21480,164417
TCP,4544,4100,164000
TCP,19519,86016,163962
TCP,35246,86016,163962
TCP,11607,49152,163907
TCP,10458,49152,163906
TCP,17862,40960,163895
TCP,16302,36864,163889
TCP,11222,36864,163889
TCP,16555,32768,163883
TCP,17929,28672,163876
TCP,18827,24576,163870
TCP,12076,24576,163870
TCP,42388,20480,163864
TCP,19264,12288,163852
TCP,19272,12288,163852
TCP,18044,12288,163852
TCP,11696,12288,163852
TCP,15864,12288,163852
TCP,30179,12288,163852
TCP,14356,12288,163852
TCP,13582,8192,163846
TCP,16245,8192,163846
TCP,16189,8192,163846
TCP,30064,8192,163846
TCP,16802,8192,163846
TCP,10797,8192,163846
TCP,10178,8192,163846
TCP,41711,8192,163846
TCP,10736,8192,163846
TCP,15086,8192,163846
TCP,24019,8192,163845
TCP,11009,8192,163845
TCP,52439,6496,163843
TCP,41627,5996,163842
TCP,52555,5596,163842
TCP,12900,8192,163841
TCP,9901,8192,163841
TCP,16670,4096,163840
TCP,7408,4096,163840
TCP,10801,4096,163840
TCP,10796,4096,163840
TCP,6596,4096,163840
TCP,42459,4096,163840
TCP,14453,4096,163840
TCP,14501,4096,163840
TCP,14516,4096,163840
TCP,49236,4096,163840
TCP,6542,4096,163840
TCP,49229,4096,163840
TCP,6523,4096,163840
TCP,25625,4096,163840
TCP,9852,4096,163840
TCP,33030,4096,163840
TCP,14595,4096,163840
TCP,42446,4096,163840
TCP,6504,4096,163840
TCP,9890,4096,163840
TCP,6614,4096,163840
TCP,14658,4096,163840
TCP,25514,4096,163840
TCP,25500,4096,163840
TCP,26075,4096,163840
TCP,25419,4096,163840
TCP,49181,4096,163840
TCP,25383,4096,163840
TCP,27500,4096,163840
TCP,9764,4096,163840
TCP,25338,4096,163840
TCP,25336,4096,163840
TCP,14783,4096,163840
TCP,25331,4096,163840
TCP,14377,4096,163840
TCP,9761,4096,163840
TCP,42244,4096,163840
TCP,14365,4096,163840
TCP,48715,4096,163840
TCP,6648,4096,163840
TCP,42145,4096,163840
TCP,48544,4096,163840
TCP,9982,4096,163840
TCP,10013,4096,163840
TCP,10014,4096,163840
TCP,10015,4096,163840
TCP,24987,4096,163840
TCP,10018,4096,163840
TCP,14905,4096,163840
TCP,24901,4096,163840
TCP,14921,4096,163840
TCP,24891,4096,163840
TCP,42037,4096,163840
TCP,42024,4096,163840
TCP,4811,4096,163840
TCP,41933,4096,163840
TCP,10049,4096,163840
TCP,10066,4096,163840
TCP,24701,4096,163840
TCP,33075,4096,163840
TCP,7977,4096,163840
TCP,49446,4096,163840
TCP,14982,4096,163840
TCP,24683,4096,163840
TCP,14262,4096,163840
TCP,14261,4096,163840
TCP,15004,4096,163840
TCP,342,4096,163840
TCP,49448,4096,163840
TCP,15030,4096,163840
TCP,15042,4096,163840
TCP,7974,4096,163840
TCP,10079,4096,163840
TCP,43074,4096,163840
TCP,7961,4096,163840
TCP,10094,4096,163840
TCP,46787,4096,163840
TCP,26562,4096,163840
TCP,46677,4096,163840
TCP,782,4096,163840
TCP,46569,4096,163840
TCP,33152,4096,163840
TCP,24576,4096,163840
TCP,10120,4096,163840
TCP,32888,4096,163840
TCP,15139,4096,163840
TCP,15142,4096,163840
TCP,43079,4096,163840
TCP,843,4096,163840
TCP,9725,4096,163840
TCP,33222,4096,163840
TCP,26641,4096,163840
TCP,26650,4096,163840
TCP,32869,4096,163840
TCP,41515,4096,163840
TCP,10142,4096,163840
TCP,10157,4096,163840
TCP,15187,4096,163840
TCP,41331,4096,163840
TCP,41248,4096,163840
TCP,26881,4096,163840
TCP,24351,4096,163840
TCP,10210,4096,163840
TCP,24316,4096,163840
TCP,9588,4096,163840
TCP,45741,4096,163840
TCP,7938,4096,163840
TCP,868,4096,163840
TCP,15248,4096,163840
TCP,33330,4096,163840
TCP,26962,4096,163840
TCP,15259,4096,163840
TCP,10235,4096,163840
TCP,45555,4096,163840
TCP,15276,4096,163840
TCP,45501,4096,163840
TCP,45441,4096,163840
TCP,10244,4096,163840
TCP,15316,4096,163840
TCP,7934,4096,163840
TCP,24207,4096,163840
TCP,14095,4096,163840
TCP,10255,4096,163840
TCP,24166,4096,163840
TCP,10265,4096,163840
TCP,40804,4096,163840
TCP,27072,4096,163840
TCP,24045,4096,163840
TCP,24024,4096,163840
TCP,49608,4096,163840
TCP,43127,4096,163840
TCP,880,4096,163840
TCP,33347,4096,163840
TCP,9541,4096,163840
TCP,15381,4096,163840
TCP,23932,4096,163840
TCP,6804,4096,163840
TCP,8155,4096,163840
TCP,7921,4096,163840
TCP,8173,4096,163840
TCP,33364,4096,163840
TCP,4695,4096,163840
